422,9
423,48
424,48
425,48
426,48
427,48
428,48
429,17
430,17
431,17
432,17
434,17
435,17
436,17
437,17
438,18
439,18
440,18
441,18
442,49
443,49
444,49
445,49
447,49
449,17
450,17
451,17
452,17
453,17
454,17
455,17
456,17
457,44
458,44
459,44
460,44
461,44
462,44
463,44
464,44
465,33
466,33
467,33
468,33
469,50
470,50
471,50
472,50
473,17
474,17
475,17
476,17
477,17
478,17
479,20
480,20
481,20
482,20
483,20
484,20
485,51
486,51
487,51
488,51
489,51
490,51
491,51
492,51
493,51
494,51
495,16
496,16
497,16
498,16
499,16
500,16
501,16
502,16
503,52
504,52
505,52
506,52
507,52
508,52
509,52
510,30
511,53
512,53
513,53
514,53
515,53
516,53
517,53
518,54
519,54
520,54
521,54
522,54
523,54
524,54
525,54
526,54
527,54
528,54
529,54
530,54
531,54
532,54
533,15
534,55
535,55
536,55
537,18
538,50
539,50
540,50
541,50
542,16
543,16
544,16
545,16
546,16
547,9
548,9
549,9
550,40
551,40
552,50
553,49
554,49
555,49
556,49
557,49
558,49
559,49
560,49
561,49
562,49
563,49
564,49
565,49
566,49
567,49
568,8
569,8
570,8
571,8
572,56
573,56
574,56
575,56
576,56
577,57
578,57
579,57
580,57
581,43
582,43
583,43
584,43
585,43
586,43
587,43
588,43
589,17
590,58
591,58
592,58
593,58
594,17
596,17
597,58
598,58
599,7
600,59
601,59
602,59
603,59
604,59
605,59
606,59
607,59
608,59
609,4
610,14
611,38
612,17
613,4
614,17
615,17
616,17
617,17
618,17
619,17
620,8
621,15
622,15
623,17
624,17
625,17
627,17
628,58
629,17
630,17
631,17
632,17
633,4
634,58
635,14
637,14
638,31
639,31
640,38
641,38
642,38
643,31
644,31
645,29
646,29
647,58
648,38
649,38
650,17
651,16
652,60
653,60
654,60
655,24
656,17
657,8
658,17
659,17
660,17
661,7
662,7
663,14
664,14
665,22
666,61
667,61
668,17
669,17
670,17
671,17
674,17
675,20
676,20
677,20
678,18
679,18
680,18
683,25
684,25
685,25
686,20
687,58
688,32
689,32
690,36
691,37
692,17
693,17
694,58
695,28
696,9
697,9
698,7
699,48
700,14
701,14
702,62
703,62
704,62
705,18
706,18
707,38
708,38
709,29
710,8
711,14
712,54
713,49
714,59
715,14
716,14
717,39
718,38
719,9
720,63
721,8
722,8
723,8
724,8
725,59
726,59
727,17
728,7
729,37
730,9
731,38
732,38
733,38
734,38
735,7
736,7
737,7
738,7
739,54
740,17
741,17
743,17
744,37
745,14
746,47
747,47
748,47
749,47
750,47
751,37
752,37
753,37
755,54
756,14
757,17
758,17
759,17
760,17
761,14
762,37
763,37
764,18
765,14
766,47
767,17
768,17
769,17
770,59
771,14
772,48
773,48
774,38
775,38
776,8
777,8
778,8
780,64
781,65
782,65
783,18
784,18
785,14
787,66
788,66
789,66
790,67
791,67
792,67
793,67
794,67
795,37
796,37
797,37
798,8
799,15
800,9
801,9
802,7
803,9
804,7
805,8
806,8
807,40
808,20
809,20
810,20
811,68
812,68
813,68
814,68
815,17
816,17
817,17
818,17
819,37
821,37
822,37
823,37
824,4
825,32
826,9
827,17
828,56
829,56
830,56
831,14
832,14
833,14
834,14
835,56
836,37
837,37
838,37
839,37
840,39
841,8
842,33
843,31
844,14
845,8
846,69
847,69
848,69
849,56
850,14
851,14
852,17
853,17
854,70
855,69
856,14
857,14
858,14
859,18
860,35
861,14
862,14
863,14
864,16
865,67
866,17
867,17
868,68
869,68
870,32
871,9
872,4
873,58
874,68
875,51
876,17
877,59
878,7
879,7
880,18
881,67
882,24
883,35
884,37
891,28
892,71
893,43
894,70
895,35
896,14
897,40
898,8
899,7
900,7
901,7
902,72
903,72
904,73
905,73
906,7
907,7
908,8
909,37
910,71
911,71
912,14
913,14
914,8
915,64
916,64
917,14
918,14
919,9
920,57
921,73
922,17
923,32
924,32
925,73
926,37
927,20
928,22
929,22
930,4
931,29
932,20
933,7
934,7
935,7
936,25
937,54
938,54
939,64
940,73
941,14
950,9
951,17
952,17
953,74
954,74
955,17
956,14
957,14
958,51
959,37
960,6
961,6
962,53
963,43
964,14
965,43
966,51
967,37
968,40
970,6
973,6
974,24
975,8
976,9
977,37
978,28
980,17
981,17
982,76
983,32
984,32
985,37
986,14
987,9
989,9
990,24
991,24
992,24
993,40
994,55
995,37
996,47
1004,40
1005,43
1006,55
1007,20
1011,20
1012,27
1013,40
1014,17
1015,18
1016,37
1017,43
1018,32
1019,9
1020,59
1021,59
1022,59
1024,51
1025,40
1026,65
1027,51
1028,8
1029,32
1030,36
1031,17
1037,27
1038,51
1039,51
1040,32
1041,17
1042,32
1043,8
1044,67
1045,15
1048,21
1049,8
1050,8
1051,8
1052,40
1053,17
1054,32
1055,8
1056,17
1057,57
1058,17
1059,16
1060,17
1061,8
1062,8
1063,64
1064,17
1065,17
1066,28
1067,56
1068,21
1069,15
1070,47
1071,37
1072,14
1073,4
1074,4
1075,29
1076,14
1077,14
1078,14
1079,14
1080,14
1081,8
1082,15
1083,8
1084,47
1085,21
1086,32
1087,9
1088,52
1089,29
1090,14
1091,15
1092,37
1093,17
1094,40
1095,9
1096,17
1097,36
1098,31
1099,47
1100,17
1101,8
1102,8
1103,17
1104,58
1105,56
1106,17
1107,22
1108,4
1109,14
1110,14
1115,8
1116,24
1117,14
1118,37
1119,63
1120,9
1123,78
1124,78
1125,80
1126,17
1128,48
1129,31
1130,31
1131,78
1132,40
1133,17
1134,51
1135,8
1136,15
1137,14
1138,40
1139,14
1140,8
1144,8
1145,43
1148,52
1149,29
1151,27
1152,51
1153,43
1154,18
1155,17
1156,15
1157,8
1158,8
1159,64
1160,62
1161,62
1162,4
1163,17
1164,4
1165,17
1166,29
1167,29
1168,17
1169,8
1170,8
1171,59
1172,40
1173,36
1174,14
1175,17
1176,81
1177,63
1178,17
1179,47
1183,14
1184,65
1185,32
1186,56
1187,14
1188,63
1189,51
1190,64
1197,35
1198,35
1199,14
1200,14
1202,40
1203,15
1204,35
1205,14
1206,59
1207,82
1208,54
1209,82
1210,8
1211,8
1212,8
1213,37
1214,14
1215,40
1216,35
1217,17
1218,9
1219,20
1220,81
1221,31
1222,15
1223,35
1224,17
1225,9
1226,54
1227,17
1228,17
1229,31
1230,8
1231,18
1232,18
1233,14
1234,29
1235,14
1236,20
1237,43
1238,51
1239,7
1240,59
1241,17
1242,20
1243,17
1244,14
1245,14
1246,58
1247,37
1248,17
1249,14
1250,37
1251,8
1252,35
1253,25
1254,17
1255,8
1256,14
1257,15
1258,8
1259,25
1260,17
1261,40
1262,17
1263,17
1264,9
1265,8
1266,59
1267,8
1268,58
1269,58
1270,8
1271,8
1272,35
1273,58
1274,35
1275,43
1276,14
1277,8
1278,20
1279,59
1280,17
1281,40
1282,65
1283,9
1284,35
1285,59
1286,15
1288,37
1289,9
1290,8
1291,27
1292,14
1293,35
1294,35
1295,14
1296,17
1297,14
1298,8
1299,15
1300,17
1301,54
1302,59
1303,37
1304,40
1305,61
1306,17
1307,17
1308,8
1309,15
1310,54
1311,40
1312,8
1314,17
1315,37
1316,14
1318,14
1319,14
1320,63
1321,37
1322,17
1323,8
1324,8
1325,18
1326,9
1327,33
1328,8
1329,14
1330,73
1331,17
1332,37
1333,37
1334,17
1335,54
1336,58
1337,54
1339,17
1340,20
1341,8
1342,4
1343,58
1344,4
1345,8
1346,8
1347,6
1348,58
1349,39
1350,6
1351,8
1352,54
1353,17
1354,8
1355,14
1356,14
1357,9
1358,17
1359,8
1360,6
1361,8
1362,14
1363,17
1364,14
1365,8
1366,17
1367,21
1368,62
1369,37
1370,17
1371,52
1372,15
1373,37
1374,18
1375,38
1376,32
1377,15
1378,54
1379,18
1380,9
1381,54
1382,17
1383,17
1384,59
1385,18
1386,40
1387,40
1388,14
1389,59
1390,40
1391,15
1392,16
1393,54
1394,36
1395,17
1396,6
1397,38
1398,14
1399,40
1400,14
1401,14
1402,58
1403,20
1404,40
1405,29
1406,9
1407,9
1408,17
1409,18
1410,18
1411,58
1412,17
1413,17
1414,8
1415,14
1416,8
1417,17
1418,14
1419,18
1420,8
1421,83
1423,83
1424,83
1425,83
1426,83
1427,83
1433,18
1681,21
1737,49
2031,102
2067,104
2088,104
2095,104
2099,104
2163,104
2204,17
2328,14
2363,104
2367,104
2373,104
2382,104
2383,104
2387,104
2411,104
2415,104
2472,54
2510,64
2530,104
2547,104
2549,46
2608,104
2647,104
2655,104
2659,104
2674,104
2677,104
2683,104
2692,104
2693,104
2694,104
2698,104
2706,104
2707,104
2708,104
2715,104
2751,104
2752,104
2753,104
2776,104
2787,104
2836,14
2839,8
2840,8
2861,104
2862,104
2863,104
2869,8
2917,104
2967,32
2972,104
3006,104
3007,104
3009,104
3016,104
3020,104
3032,104
3053,104
3075,104
3077,104
3128,21
3184,104
3249,104
3258,104
3265,104
3270,104
3275,104
3279,104
3286,104
3288,104
3292,104
3298,104
3301,104
3309,104
3312,104
3315,104
3318,104
3327,104
3331,104
3334,104
3341,104
3345,104
3353,32
3354,36
3382,104
3408,104
3415,104
3417,104
3424,104
3426,104
3534,104
3535,54
3536,127
3653,20
3732,67
3771,104
3773,110
4129,54
4859,15
5229,54
5279,16
5353,104
5367,17
5368,15
5369,18
5370,8
5371,9
5372,7
5373,7
5374,15
5375,18
5376,34
5377,16
5378,58
5379,16
5380,18
5381,17
5381,17
5382,8
5383,8
5384,58
5385,35
5386,15
5387,25
5388,15
5389,9
5390,9
5391,15
5392,48
5393,54
5394,14
